title,url,time_added,tags,status,content





 


Web

LFS
 Linux From Scratch (LFS) is a project that provides you with
        step-by-step instructions for building your own custom Linux system,
        entirely from source code.
      Currently, the Linux From Scratch organization consists of the following
        subprojects:
      © 1998-2025 Gerard Beekmans. Website design by Jeremy Huntwork &
                 Matthew Burgess."
CSS Layout - The position Property,http://www.w3schools.com/css/css_positioning.asp,1451253827,css,unread,"
                W3Schools offers a wide range of services and products for
                beginners and professionals,
                
                helping millions of people everyday to learn and master new
                skills.
               
                      Enjoy our free tutorials like millions of other internet
                      users since 1999
                     
                      Explore our selection of references covering all popular
                      coding languages
                     
                      Create your own website with
                      W3Schools Spaces
                      - no setup required
                     Test your skills with different exercises Test yourself with multiple choice questions Document your knowledge 
                      Create a
                      free
                      W3Schools Account to Improve Your Learning Experience
                     
                      Track your learning progress at W3Schools and collect
                      rewards
                     
                      Become a PLUS user and unlock powerful features (ad-free,
                      hosting, support,..)
                     
                      Not sure where you want to start? Follow our guided path
                     
                      With our online code editor, you can edit code and view
                      the result in your browser
                     
                      Learn the basics of HTML in a fun and engaging video
                      tutorial
                     
                      We have created a bunch of responsive website templates
                      you can use - for free!
                     
                      Host your own website, and share it to the world with
                      W3Schools Spaces
 
                      Create your own server using Python, PHP, React.js,
                      Node.js, Java, C#, etc.
                     
                      Large collection of code snippets for HTML, CSS and
                      JavaScript
                     
                      Build fast and responsive sites using our free
                      W3.CSS
                      framework
                     Read long term trends of browser usage Test your typing speed 
                      Use our color picker to find different RGB, HEX and HSL
                      colors.
                      
 
                      W3Schools Coding Game! Help the lynx collect pine cones
                      
 
                      Join our newsletter and get access to exclusive content
                      every month
                     
                      Contact us about W3Schools Academy for educational
                      institutions
                     
                      Contact us about W3Schools Academy for your organization
                     
                      About sales:
                      sales@w3schools.com

                      About errors:
                      help@w3schools.com
 Check out our refererence page with all the emojis supported in HTML
                      😊
 Check out our full UTF-8 Character reference CSS positioning is about controlling the placement of elements within a web page. With CSS positioning, you can override the normal document flow. The position property specifies the positioning 
type for an element. This property can have one of the following values:  Elements are then positioned to their final location with the 
top, 
bottom, 
left, and 
right properties. All HTML elements are positioned static by default. Static positioned elements are not affected by the top, bottom, left, and right properties. An element with position: static; is always positioned according to the normal flow of the page: Here is the CSS that is used: An element with position: relative; is positioned relative to its normal position 
in the document flow. Setting the top, right, bottom, and left properties will cause
the element to be adjusted away from its normal position. Other content will not be adjusted to fit into any gap left by the 
element. Here is the CSS that is used: An element with position: fixed; is positioned relative to the viewport, which means it always 
stays in the same place even if the page is scrolled. The top, 
right, bottom, and left properties are used set the final location of the element. A fixed element does not leave a gap in the page where it would normally have been located. Notice the fixed element in the lower-right corner of the page. Here is the CSS that is used: An element with position: absolute; is positioned relative to the nearest positioned ancestor 
(with position other than static). However; if an absolute positioned element has no positioned ancestors, 
it uses the document body, and moves along with page scrolling. Note: Absolute positioned elements are removed from the normal 
document flow, and can overlap other elements. Here is a simple example: Here is the CSS that is used: An element with position: sticky; toggles between 
a relative and fixed 
position, depending on the scroll position. A sticky element is positioned relative until a certain scroll position is 
reached - then it ""sticks"" in that place (like position:fixed). Note: You must specify at least one of the top, right, bottom or left 
properties, for 
sticky positioning to work. In this example, when the sticky element reach the top of the page 
(top: 0), it sticks to this position: How to position text on an image: Try it Yourself: If you want to use W3Schools services as an educational institution, team or enterprise, send us an e-mail:sales@w3schools.com If you want to report an error, or if you want to make a suggestion, send us an e-mail:help@w3schools.com"
SQLCourse - Interactive Online SQL Training for Beginners,http://www.sqlcourse.com/,1498798676,,unread,"SQLCourse is a unique SQL tutorial website that not only provides easy-to-understand SQL instructions at your correct level, but it allows you to practice what you learn using the online SQL interpreter.  Our Beginner SQL Course is the perfect place to start if you are new to the world of database programming or database administration. In addition to learning basic SQL commands and syntax – such as how to insert, update, and delete information from tables – users will be able to practice those same commands through our free online SQL interpreter. Enter SQL commands to receive immediate results and experiment to better understand how database concepts such as table drops and table selects work. The SQL tutorial and online interpreter currently supports a subset of ANSI SQL. The basics of commands such as select, insert, update, delete, and drop will be covered in this gentle introduction to Structured Query Language (SQL). If you are already familiar with the basics of SQL, you can still use this database course as a refresher and practice common SQL commands and statements. This unique SQL database tutorial builds on the Beginner Course. It provides budding database programmers and db admins with more advanced, easy-to-follow SQL instructions and the ability to practice what you learn on-line with immediate feedback, thanks to our SQL interpreter! You will receive immediate results on a web page after submitting your SQL Commands. This continuation course will provide you with critical need-to-know advanced features and clauses of the select statement that were not supported in the previous SQLCourse.com site. Everything you learn here will be ANSI SQL compliant and should work with most SQL databases, including Oracle, SQL Server, MySQL, MS Access, Informix, Sybase, or any other ANSI SQL compliant database. If you are already familiar with advanced SQL commands and database administration concepts, you can still use this course as a refresher, and practice some SQL statements. SQL is simple to learn. SQL syntax is straightforward and is human readable, meaning even non-programmers can learn it. SQL is fast and lightweight. Large amounts of data can be easily processed in a matter of seconds, allowing for responses to complex queries in no time. SQL is an industry standard, approved by ISO and ANSI for use with relational databases and RDBMS. SQL is portable, meaning it can be used on PCs that run Windows, Linux, and Mac OS. It can also run on servers and embedded devices, meaning your databases can run in practically any environment or device. SQLCourse is a unique SQL tutorial website that not only provides easy-to-understand SQL instructions geared towards your level of knowledge, but it also allows developers and database administrators the ability to practice what you learn using a free online SQL interpreter. Advertiser Disclosure: Some of the products that appear on this site are from companies from which TechnologyAdvice receives compensation. This compensation may impact how and where products appear on this site including, for example, the order in which they appear. TechnologyAdvice does not include all companies or all types of products available in the marketplace."
Eloquent JavaScript,https://eloquentjavascript.net/,1709824372,javascript,unread,
HowTo/Sorting - Python Wiki,https://wiki.python.org/moin/HowTo/Sorting,1650256204,python,unread,"
Sorting Mini-HOW TO
Original version by Andrew Dalke with a major update by Raymond Hettinger Contents
Sorting Mini-HOW TO
Sorting Basics
Key Functions
Operator Module Functions
Ascending and Descending
Sort Stability and Complex Sorts
The Old Way Using Decorate-Sort-Undecorate
The Old Way Using the cmp Parameter
Maintaining Sort Order
Odd and Ends Python lists have a built-in sort() method that modifies the list in-place and a sorted() built-in function that builds a new sorted list from an iterable. There are many ways to use them to sort data and there doesn't appear to be a single, central place in the various manuals describing them, so I'll do so here. 
Sorting Basics
A simple ascending sort is very easy -- just call the sorted() function. It returns a new sorted list: >>> sorted([5, 2, 3, 1, 4])
[1, 2, 3, 4, 5]You can also use the list.sort() method of a list. It modifies the list in-place (and returns None to avoid confusion). Usually it's less convenient than sorted() - but if you don't need the original list, it's slightly more efficient. >>> a = [5, 2, 3, 1, 4]
>>> a.sort()
>>> a
[1, 2, 3, 4, 5]Another difference is that the list.sort() method is only defined for lists.  In contrast, the sorted() function accepts any iterable. >>> sorted({1: 'D', 2: 'B', 3: 'B', 4: 'E', 5: 'A'})
[1, 2, 3, 4, 5]
Key Functions
Starting with Python 2.4, both list.sort() and sorted() added a key parameter to specify a function to be called on each list element prior to making comparisons. For example, here's a case-insensitive string comparison: >>> sorted(""This is a test string from Andrew"".split(), key=str.lower)
['a', 'Andrew', 'from', 'is', 'string', 'test', 'This']The value of the key parameter should be a function that takes a single argument and returns a key to use for sorting purposes. This technique is fast because the key function is called exactly once for each input record. A common pattern is to sort complex objects using some of the object's indices as a key.  For example: >>> student_tuples = [
        ('john', 'A', 15),
        ('jane', 'B', 12),
        ('dave', 'B', 10),
]
>>> sorted(student_tuples, key=lambda student: student[2])   # sort by age
[('dave', 'B', 10), ('jane', 'B', 12), ('john', 'A', 15)]The same technique works for objects with named attributes.  For example: >>> class Student:
        def __init__(self, name, grade, age):
                self.name = name
                self.grade = grade
                self.age = age
        def __repr__(self):
                return repr((self.name, self.grade, self.age))
        def weighted_grade(self):
                return 'CBA'.index(self.grade) / float(self.age)

>>> student_objects = [
        Student('john', 'A', 15),
        Student('jane', 'B', 12),
        Student('dave', 'B', 10),
]
>>> sorted(student_objects, key=lambda student: student.age)   # sort by age
[('dave', 'B', 10), ('jane', 'B', 12), ('john', 'A', 15)]
Operator Module Functions
The key-function patterns shown above are very common, so Python provides convenience functions to make accessor functions easier and faster.  The operator module has itemgetter, attrgetter, and starting in Python 2.6 a methodcaller function. Using those functions, the above examples become simpler and faster. >>> from operator import itemgetter, attrgetter, methodcaller

>>> sorted(student_tuples, key=itemgetter(2))
[('dave', 'B', 10), ('jane', 'B', 12), ('john', 'A', 15)]

>>> sorted(student_objects, key=attrgetter('age'))
[('dave', 'B', 10), ('jane', 'B', 12), ('john', 'A', 15)]The operator module functions allow multiple levels of sorting. For example, to sort by grade then by age: >>> sorted(student_tuples, key=itemgetter(1,2))
[('john', 'A', 15), ('dave', 'B', 10), ('jane', 'B', 12)]

>>> sorted(student_objects, key=attrgetter('grade', 'age'))
[('john', 'A', 15), ('dave', 'B', 10), ('jane', 'B', 12)]The third function from the operator module, methodcaller is used in the following example in which the weighted grade of each student is shown before sorting on it: >>> [(student.name, student.weighted_grade()) for student in student_objects]
[('john', 0.13333333333333333), ('jane', 0.08333333333333333), ('dave', 0.1)]
>>> sorted(student_objects, key=methodcaller('weighted_grade'))
[('jane', 'B', 12), ('dave', 'B', 10), ('john', 'A', 15)]
Ascending and Descending
Both list.sort() and sorted() accept a reverse parameter with a boolean value.  This is using to flag descending sorts. For example, to get the student data in reverse age order: >>> sorted(student_tuples, key=itemgetter(2), reverse=True)
[('john', 'A', 15), ('jane', 'B', 12), ('dave', 'B', 10)]

>>> sorted(student_objects, key=attrgetter('age'), reverse=True)
[('john', 'A', 15), ('jane', 'B', 12), ('dave', 'B', 10)]
Sort Stability and Complex Sorts
Starting with Python 2.2, sorts are guaranteed to be stable. That means that when multiple records have the same key, their original order is preserved. >>> data = [('red', 1), ('blue', 1), ('red', 2), ('blue', 2)]
>>> sorted(data, key=itemgetter(0))
[('blue', 1), ('blue', 2), ('red', 1), ('red', 2)]Notice how the two records for 'blue' retain their original order so that ('blue', 1) is guaranteed to precede ('blue', 2). This wonderful property lets you build complex sorts in a series of sorting steps.  For example, to sort the student data by descending grade and then ascending age, do the age sort first and then sort again using grade: >>> s = sorted(student_objects, key=attrgetter('age'))     # sort on secondary key
>>> sorted(s, key=attrgetter('grade'), reverse=True)       # now sort on primary key, descending
[('dave', 'B', 10), ('jane', 'B', 12), ('john', 'A', 15)]The Timsort algorithm used in Python does multiple sorts efficiently because it can take advantage of any ordering already present in a dataset. 
The Old Way Using Decorate-Sort-Undecorate
This idiom is called Decorate-Sort-Undecorate after its three steps: First, the initial list is decorated with new values that control the sort order. Second, the decorated list is sorted. Finally, the decorations are removed, creating a list that contains only the initial values in the new order. For example, to sort the student data by grade using the DSU approach: >>> decorated = [(student.grade, i, student) for i, student in enumerate(student_objects)]
>>> decorated.sort()
>>> [student for grade, i, student in decorated]               # undecorate
[('john', 'A', 15), ('jane', 'B', 12), ('dave', 'B', 10)]This idiom works because tuples are compared lexicographically; the first items are compared; if they are the same then the second items are compared, and so on. It is not strictly necessary in all cases to include the index i in the decorated list. Including it gives two benefits: The sort is stable - if two items have the same key, their order will be preserved in the sorted list. The original items do not have to be comparable because the ordering of the decorated tuples will be determined by at most the first two items. So for example the original list could contain complex numbers which cannot be sorted directly. Another name for this idiom is Schwartzian transform, after Randal L. Schwartz, who popularized it among Perl programmers. For large lists and lists where the comparison information is expensive to calculate, and Python versions before 2.4, DSU is likely to be the fastest way to sort the list.  For 2.4 and later, key functions provide the same functionality. 
The Old Way Using the cmp Parameter
Many constructs given in this HOWTO assume Python 2.4 or later. Before that, there was no sorted() builtin and list.sort() took no keyword arguments. Instead, all of the Py2.x versions supported a cmp parameter to handle user specified comparison functions. In Py3.0, the cmp parameter was removed entirely (as part of a larger effort to simplify and unify the language, eliminating the conflict between rich comparisons and the __cmp__ methods). In Py2.x, sort allowed an optional function which can be called for doing the comparisons.  That function should take two arguments to be compared and then return a negative value for less-than, return zero if they are equal, or return a positive value for greater-than.  For example, we can do: >>> def numeric_compare(x, y):
        return x - y
>>> sorted([5, 2, 4, 1, 3], cmp=numeric_compare)
[1, 2, 3, 4, 5]Or you can reverse the order of comparison with: >>> def reverse_numeric(x, y):
